licensenumber,operationtype,nurserysize,greenhousesize,tradename,ownername,businessphone,streetnumber,streetname,addressline2,addressline3,city,state,zipcode,georeference,county
410664,Nursery Stock Only,101 Acres or More,,SARATOGA SOD FARM INC,SARATOGA SOD FARM INC,518-664-5038,1670,ROUTE 4,,,STILLWATER,NY,12170,POINT (-73.62552 42.98038),SARATOGA
225129,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",GRAYS FLOWER SHOP INC,GRAYS FLOWER SHOP INC,315-788-8441,1605,STATE STREET,,,WATERTOWN,NY,13601,POINT (-75.88432 43.96809),JEFFERSON
646126,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",BUTTONWOOD FARM,BUTTONWOOD FARM,,1094,HILTON PARMA CORNERS RD,,,HILTON,NY,14468,POINT (-77.79089 43.26769),MONROE
645253,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",PINE VALLEY GREENHOUSE,RUDY J BYLER,585-365-2140,7041,COUNTY ROAD 17,,,BELFAST,NY,14711,POINT (-78.11153 42.30275),ALLEGANY
643988,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",HOMESTEAD FLORAL DESIGN LTD,BARBARA JENKINS,914-736-0506,1062,OREGON RD,,,CORTLANDT MANOR,NY,10567,POINT (-73.89184 41.31925),WESTCHESTER
646089,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",DYLMAN GARDENS,RYAN AND ERICA HAMLET,585-610-8859,2721,MAIN ROAD,,,SHERIDAN,NY,14135,POINT (-79.23783 42.48781),CHAUTAUQUA
646786,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",VALS COUNTRY CREATIONS,VALERIE BOULAIS HAPEMAN,518-358-9225,61,COUNTY RT 9,,,BOMBAY,NY,12914,POINT (-74.63421 44.93384),FRANKLIN
466997,Nursery Stock Only,10 Acres or Less,,HIDDEN SPRINGS TREEFARM LLC,KRAUS KEITH A AND MICHELLE D,607-525-6456,440,SNYDER GULLY ROAD,,,ANDOVER,NY,14806,POINT (-77.76531 42.18299),ALLEGANY
643686,Combined Nursery and Greenhouse,11-100 Acres,"20,001 SqFt of Glass or More",NG GROWERS INC DBA NANTICOKE GARDENS,PETER SHAFER,607-754-5008,1543,UNION CENTER MAINE,,,ENDICOTT,NY,13760,POINT (-76.0667 42.12579),BROOME
643899,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",HARDYS FARM MARKET,WILLIAM HARDY,585-857-6520,1968,STATE RTE 444,,,VICTOR,NY,14564,POINT (-77.4117 42.94221),ONTARIO
187065,Nursery Stock Only,11-100 Acres,,AKRON TREE FARMS OF NY LLC,AKRON TREE FARMS OF NY LLC,716-625-8462,5911,FISK ROAD,,,LOCKPORT,NY,14094,POINT (-78.71362 43.11339),NIAGARA
644997,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",BONSAI CREATIONS INC,CHENG H TSAI,631-549-6912,539,DEER PARK RD,,,HUNTINGTON STATION,NY,11746,POINT (-73.3425 40.79803),SUFFOLK
506616,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",CCE TOMPKINS COUNTY MASTER GDNRS PGRM,CHRYS GARDNER,607-272-2292,615,WILLOW AVE,,,ITHACA,NY,14850,POINT (-76.50381 42.4505),TOMPKINS
346921,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",STYMUS FARMS LLC,STYMUS EDWARD,585-331-1064,13991,MAPLE STREET,,,ALBION,NY,14411,POINT (-78.22741 43.18552),ORLEANS
644650,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",SIRKOS GREENHOUSE AND FARMS,ANITA SIRKO,315-855-7575,10880,HUEY RD,,,LEONARDSVILLE,NY,13364,POINT (-75.27795 42.8084),MADISON
552291,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MEADOWS FARM LLC,WOODARD RICHARD,914-962-4306,329,UNDERHILL AVENUE,,,YORKTOWN HEIGHTS,NY,10598,POINT (-73.78134 41.26964),WESTCHESTER
646827,Greenhouse Stock Only,10 Acres or Less,"2,000 SqFt of Glass or Less",EARTH BROWN FARMS,EARTH BROWN FARMS LLC,607-745-9183,7324,OTISCO VALLEY ROAD,,,PREBLE,NY,13141,POINT (-76.17277 42.76413),CORTLAND
646207,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",AGBOTIC PROJECT #1 LLC,"KEVIN RICHARDSON, CODY MORSE",315-771-0633,18135,COUNTY ROUTE 75,,,SACKETS HARBOR,NY,13685,POINT (-76.1104 43.92996),JEFFERSON
644338,Nursery Stock Only,10 Acres or Less,,KEMPSTON ENTERPRISES LLC,KEMPSTON STEVEN,716-649-6594,3242,OLD LAKEVIEW RD,,,HAMBURG,NY,14075,POINT (-78.86914 42.71311),ERIE
492280,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",TIOGA GARDENS INC,TIOGA GARDENS INC,607-687-5522,2217,STATE ROUTE 17C,,,OWEGO,NY,13827,POINT (-76.21428 42.09168),TIOGA
646796,Nursery Stock Only,10 Acres or Less,,BLAKE TOM VEHICLE,TOM BLAKE,716-816-6215,91,TAMPA DRIVE,,,BUFFALO,NY,14220,POINT (-78.79737 42.83594),ERIE
644520,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",THE NEW CORN CRIB GREENHOUSE INC,NEW CORN CRIB GREENHOUSE INC,845-471-0411,200,SALT POINT TURNPIKE,,,POUGHKEEPSIE,NY,12603,POINT (-73.89426 41.72203),DUTCHESS
646492,Greenhouse Stock Only,10 Acres or Less,"2,000 SqFt of Glass or Less","RITA JO RIEHLE HORTICULTURIST, LLC",FORREST KINGSLEY,845-587-9167,16,RESERVOIR LANE,,,COLD SPRING,NY,10516,POINT (-73.91056 41.4882),PUTNAM
645690,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",MYSTIC RIDGE GARDENS,IVAN FASSETT,607-437-1794,4539,US 20,,,RICHFIELD SPRINGS,NY,13439,POINT (-74.90117 42.8436),HERKIMER
646732,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",PLANTS ON THE DL,DANIEL LEVY,914-255-5788,707,WEAVER STREET,,,LARCHMONT,NY,10538,POINT (-73.77094 40.9535),WESTCHESTER
646093,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",PUT A PLANT ON IT INC,JOHANNA DOMINGUEZ,,131,MARINER ST,,,BUFFALO,NY,14201,POINT (-78.87813 42.90049),ERIE
411447,Nursery Stock Only,11-100 Acres,,BOBS TREES,EATON ROBERT & DAVID,518-627-4260,1227,WEST GALWAY ROAD,,,HAGAMAN,NY,12086,POINT (-74.08429 43.00525),SARATOGA
11517,Nursery Stock Only,10 Acres or Less,,KRUMKILL NURSERIES INC,KRUMKILL NURSERIES INC,518-459-3246,927,KRUMKILL ROAD,,,SLINGERLANDS,NY,12159,POINT (-73.88828 42.66404),ALBANY
574652,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",WILLOW FARM GREENHOUSE,HOOVER ANNA AND LLOYD,585-554-5406,3920,EAST SWAMP ROAD,,,PENN YAN,NY,14527,POINT (-77.16615 42.70798),YATES
645396,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",ROBINSON FARMS,GREGORY ROBINSON,716-622-0485,3677,NORTH RIDGE ROAD,,,LOCKPORT,NY,14094,POINT (-78.84482 43.21502),NIAGARA
644614,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",KALERS FARM & GREENHOUSE,JAMES W. KALER,631-587-2902,164,LITTLE EAST NECK RD,,,WEST BABYLON,NY,11704,POINT (-73.33805 40.69804),SUFFOLK
185317,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",FENTONS PRODUCE LLC,FENTON PAUL & GAIL,585-343-9491,3323,PRATT ROAD,,,BATAVIA,NY,14020,POINT (-78.26147 43.0124),GENESEE
646800,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",BURGERS FARM,ROY W BURGER,518-577-6299,1221,FERRY ROAD,,,SCHENECTADY,NY,12309,POINT (-73.83397 42.7898),SCHENECTADY
294197,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",JOHNSTON GREENHOUSE,JOHNSTON ELLEN,716-735-9160,8638,ERNEST ROAD,,,GASPORT,NY,14067,POINT (-78.54822 43.14777),NIAGARA
646325,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",BARKABOOM FARM,CHRIS NILAN,203-522-0598,104,WHITETAIL LANE,,,MARGARETVILLE,NY,12455,POINT (-74.64158 42.18613),DELAWARE
646620,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",CRESTVIEW GREENHOUSE,MATTHEW SCHLABACH,315-684-7096,5341,BUYEA RD,,,MORRISVILLE,NY,13408,POINT (-75.68093 42.98137),MADISON
16296,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",FEURA FARM OUR FAMILYS HRVST,STANTON TIMOTHY W,518-4780416,2045,N SCOTLAND,,,NEW SCOTLAND,NY,12159,POINT (-73.90823 42.63071),ALBANY
646803,Greenhouse Stock Only,10 Acres or Less,"2,000 SqFt of Glass or Less",DBA MOUNTAIN TOP BOTANICAL,THERESA GENTILE,347-488-4991,166,CONGRESSMAN DRIVE,,,SUMMIT,NY,12175,POINT (-74.57264 42.59717),SCHOHARIE
321330,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",FINGER LAKES TECH & CAREER CENTER,DAWN LARSON PRINCIPAL,585-526-6411,3501,COUNTY ROAD 20,,,STANLEY,NY,14561,POINT (-77.11071 42.86175),ONTARIO
280298,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",AURELIANO GARDENS INC,PAULS NURSERY INC,516-676-0630,200,GLEN COVE RD,,,OLD BROOKVILLE,NY,11545,POINT (-73.62439 40.82634),NASSAU
306160,Nursery Stock Only,10 Acres or Less,,COLLEGE HILL ENTERPRISES,PETRIE WREGE MARY L,315-853-5175,7757,STONE ROAD,,,WHITESBORO,NY,13492,POINT (-75.37157 43.11618),ONEIDA
66040,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",ABERS ACRES,"ABERS JOHN, SUE & ADAM",716-267-2431,884,ROUTE 394,,,KENNEDY,NY,14747,POINT (-79.10945 42.14572),CHAUTAUQUA
645846,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",PLEASANT VIEW GREENHOUSES,MARGARET EICHER,,2988,SWANSON ROAD,,,MOUNT MORRIS,NY,14510,POINT (-77.85862 42.69027),LIVINGSTON
27093,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",EAST WIND LANDSCAPE NURSERY LLC,EAST WIND LNDSCP NUR LLC,585-307-7515,5614,"STATE ROUTE 19,",,,BELMONT,NY,14813,POINT (-78.05372 42.24369),ALLEGANY
644736,Nursery Stock Only,10 Acres or Less,,VAN-DALE FARMS,EARL VAN WORMER,518-868-4619,1391,GROVENORS CORNERS RD,,,CENTRAL BRIDGE,NY,12035,POINT (-74.36383 42.72419),SCHOHARIE
416407,Nursery Stock Only,11-100 Acres,,NYS ENVIRONMENTAL CONS,LEE DAVID,518-581-1439,,ROUTE 9,,,SARATOGA SPRINGS,NY,12866,POINT (-73.78441 43.08412),SARATOGA
646079,Nursery Stock Only,11-100 Acres,,PASQUALE TEDESCO FARM,PASQUALE TEDESCO,914-468-6157,3472,COUNTY ROUTE 16,,,HARTWICK,NY,13348,POINT (-75.0395 42.75956),OTSEGO
645989,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",FITZPATRICK FARM MARKET AND DELI INC,CHARLES & SHANE FITZPATRICK,585-7375360,8637,ROUTE 36,,,ARKPORT,NY,14807,POINT (-77.70183 42.4175),STEUBEN
644760,Nursery Stock Only,11-100 Acres,,ELLYS,NANCY RINGVELSKI,716-807-2565,3718,RANDALL RD,,,RANSOMVILLE,NY,14131,POINT (-78.87041 43.23243),NIAGARA
646708,Nursery Stock Only,10 Acres or Less,,BROOKLYN BOTANIC GARDEN RETAIL SHOP,LARRY GILBERT,317-596-3260,900,WASHINGTON AVE,,,BROOKLYN,NY,11225,POINT (-73.96187 40.668),KINGS
406856,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",FARRS GREENHOUSE,FARR SARAH,315-212-2634,1049,PYRITES RUSSELL ROAD,,,HERMON,NY,13652,POINT (-75.16313 44.50013),ST. LAWRENCE
574582,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",CRYSTAL VALLEY PRODUCE AND GREENHOUSE LLC,SHIRK TITUS H,607-243-8875,1719,ROUTE 230,,,DUNDEE,NY,14837,POINT (-77.02453 42.51902),YATES
644572,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",CREEKSIDE MARKET,ALLEN BUTZER,716-548-1863,13971,ROUTE 62,,,COLLINS,NY,14034,POINT (-78.92878 42.49862),ERIE
404853,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",POWERS FARM,POWERS ARLIE,315-347-2145,217,PYRITES RUSSELL ROAD,,,HERMON,NY,13652,POINT (-75.14964 44.44333),ST. LAWRENCE
645145,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",ADK GROWERS LLC,GARY PECORE,315-328-4482,,ROUTE 11,,,MALONE,NY,12953,POINT (-74.29497 44.84879),FRANKLIN
646090,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",SONG VALLEY ORGANIC FARMS,DONG SONG,716-574-4610,4930,MILLERSPORT HWY,,,EAST AMHERST,NY,14051,POINT (-78.71173 43.06853),ERIE
474300,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",HAYGROUND NURSERY,CONKLIN ROSS & THOMAS,631-537-3625,240,HAYGROUND ROAD,,,WATERMILL,NY,11976,POINT (-72.33313 40.93022),SUFFOLK
646537,Nursery Stock Only,10 Acres or Less,,HOMESTEAD BLUE MOUNTAIN,ROGER STROUT,845-246-8853,302,VAN VLIERDEN ROAD,,,SAUGERTIES,NY,12477,POINT (-74.0092 42.12871),ULSTER
41633,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",FOX VALLEY GREENHOUSE,COUTURE CHARLES W,716-942-3710,5790,FOX VALLEY RD,,,WEST VALLEY,NY,14171,POINT (-78.63376 42.42773),CATTARAUGUS
546124,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",GRANDPAS NURSERY & GARDEN INC,GRANDPAS NRSY&GRDN INC,315-483-6784,6321,FURNACE ROAD,,,ONTARIO,NY,14519,POINT (-77.28095 43.22819),WAYNE
646665,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less","HAPPY CHICKEN, LLC",WENDY AND ANDREW IVES,607-844-4319,206,HINES RD,,,NEWFIELD,NY,14867,POINT (-76.61067 42.39889),TOMPKINS
331923,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",CORWIN FLORIST & GREENHOUSES,CORWIN FLORIST&GREENHOUSES INC,845-986-1116,42705,GALLOWAY ROAD,,,WARWICK,NY,10990,POINT (-74.35989 41.24979),ORANGE
644414,Nursery Stock Only,10 Acres or Less,,WILLSONS NURSERY,"WILLSON LEIF C, JOHN L, GILBERT R",315-832-0713,6375,STATE ROUTE 31,,,VERONA,NY,13478,POINT (-75.63766 43.14213),ONEIDA
645189,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",JOHN A. KING,JOHN A. KING,518-993-4937,276,FREYSBUSH ROAD,,,FORT PLAIN,NY,13339,POINT (-74.69442 42.92266),MONTGOMERY
574557,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",PINE HILL GREENHOUSE LLC,ZIMMERMAN NOAH & BERTHA,315-536-4032,1919,HOYT ROAD,,,PENN YAN,NY,14527,POINT (-77.03513 42.578),YATES
313812,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",MAPLE HILL LANDSCAPING,LARRY W KEASSA,315-447-3196,4116,POMPEY CENTER ROAD,,,MANLIUS,NY,13104,POINT (-75.95872 42.96971),ONONDAGA
96970,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",STAND THE,GNASS MYRON,518-236-5867,348,DEVILS DEN ROAD,,,ALTONA,NY,12910,POINT (-73.65553 44.87817),CLINTON
104623,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",SECRET GARDENER THE,EATON BENJAMIN G,518-822-0992,250,WARREN STREET,,,HUDSON,NY,12534,POINT (-73.79169 42.25334),COLUMBIA
146474,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",AGLE HENRY W&SONS INC,AGLE HENRY W&SONS INC,716-992-9668,7780,GOWANDA STATE ROAD,,,EDEN,NY,14057,POINT (-78.87573 42.67459),ERIE
643788,Nursery Stock Only,10 Acres or Less,,PHOENIX FLOWER FARM AND LANDSCAPING LLC,TIMOTHY DELOS SCHUELER,315-695-6777,2620,LAMSON RD,,,PHOENIX,NY,13135,POINT (-76.32667 43.21927),OSWEGO
143270,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",WEEKS NURSERY & GRNHSE,PFENTNERS NURSERIES LLC,716-741-2616,5955,SHIMERVILLE ROAD,,,CLARENCE CENTER,NY,14032,POINT (-78.66232 43.00989),ERIE
644588,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",COMES GREENHOUSE,JAMES COMES,607-276-6178,6769,RT 21,,,ALMOND,NY,14804,POINT (-77.74873 42.2939),ALLEGANY
472701,Nursery Stock Only,10 Acres or Less,,DELALIO SOD FARMS LLC,DELALIO SOD FARMS INC,631-242-3700,1770,FEUEREISEN AVENUE,,,RONKONKOMA,NY,11779,POINT (-73.12723 40.78857),SUFFOLK
643814,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",ROBBIE GEORGE FARM MARKET,ROBERT G CORNWELL,385-329-5035,6643,PRATT RD,,,WILLIAMSON,NY,14589,POINT (-77.0934 43.24039),WAYNE
645001,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",NATHALI NEAL LLC,NEAL NATHALI,315-529-2973,6977,ROUTE 104A,,,RED CREEK,NY,13143,,WAYNE
644282,Greenhouse Stock Only,10 Acres or Less,"2,001-20,000 SqFt of Glass",MICHAELS GREENHOUSE LLC,RICCARDI MICHAEL,315-737-8181,2774,ONEIDA ST,,,SAUQUOIT,NY,13456,POINT (-75.25593 42.99696),ONEIDA
646729,Combined Nursery and Greenhouse,10 Acres or Less,,ACA LAWNSCAPE SUPPLY LLC,JASON COFFIN,518-753-0350,1570,NY ROUTE 7,,,TROY,NY,12180,POINT (-73.58005 42.78156),RENSSELAER
103494,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",MARSHMEADOW FRM HERBARY,MEACHER DOROTHY,518-537-4654,113,LASHER AVENUE,,,GERMANTOWN,NY,12526,POINT (-73.86788 42.10042),COLUMBIA
644556,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",AKB LLC DBA THE VALLEY GREENERY,KAITLIN BULL,315-376-4490,7147,MARKOWSKI ROAD,,,LOWVILLE,NY,13367,POINT (-75.46402 43.77445),LEWIS
502619,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",A NEW LEAF,HEIST GREG,607-273-2711,1667,SLATERVILLE ROAD,ROUTE 79,,ITHACA,NY,14850,POINT (-76.44435 42.41231),TOMPKINS
646356,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",DICAPRIO FARM MARKET,JOSEPH DICAPRIO,518-356-0840,3651,CARMAN RD,,,SCHENECTADY,NY,12303,POINT (-73.93909 42.73254),SCHENECTADY
,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",WACHIRA ALBANI,WACHIRA ALBANI,315-7600088,109,WASHBURN DRIVE,,,EAST SYRACUSE,NY,13057,POINT (-76.07476 43.07646),ONONDAGA
106354,Nursery Stock Only,101 Acres or More,,MAPLE LANE NURSERY,ASSOCIATED FRUIT GROWERS INC,518-758-7677,,ROUTE 28,,,VALATIE,NY,12184,POINT (-73.67737 42.41339),COLUMBIA
142838,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",MASTERSONS GARDEN CENTER INC,MASTERSONS GARDEN CENTER INC,716-655-0133,725,OLEAN ROAD,,,EAST AURORA,NY,14052,POINT (-78.60338 42.74634),ERIE
476763,Nursery Stock Only,11-100 Acres,,DELEA LEASING CORP DBA DELEA SOD FARMS,DELEA LEASING CORP,631-368-8022,,MANOR LANE,@ NYT POLE #86,,JAMESPORT,NY,11947,POINT (-72.58535 40.9478),SUFFOLK
334760,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",LEPTONDALE NURSERY & GREENHOUSE INC,LEPTONDALE NUURSERY & GRNHSE INC,845-564-0466,5,NOBLES WAY,,,NEWBURGH,NY,12550,POINT (-74.0923 41.57021),ORANGE
646075,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less","SILVER TREE FOREST FARM, LLC",ERIN KONUMA,315-246-8302,5201,STATE ROUTE 38A,,,AUBURN,NY,13021,POINT (-76.47166 42.85477),CAYUGA
472151,Nursery Stock Only,10 Acres or Less,,SAMS BARGAIN CENTER INC,SAMS BARGAIN CENTER INC,631-273-7760,140,EXPRESSWAY DRIVE SOUTH,,,BRENTWOOD,NY,11717,POINT (-73.28899 40.80436),SUFFOLK
646224,Nursery Stock Only,10 Acres or Less,,REILLY'S  CABBAGE PATCH,KATHLEEN DIETTER,518-329-6193,30,POPLETOWN RD,,,NEW PALTZ,NY,12561,POINT (-73.99002 41.82984),ULSTER
43172,Nursery Stock Only,11-100 Acres,,TREEHAVEN EVERGREEN NURSERY,HILLIKER DONALD B JR,716-652-4206,,HILLIKER ROAD/KELLER ROAD,,,YORKSHIRE,NY,14173,POINT (-78.47608 42.53022),CATTARAUGUS
646749,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",CIFARELLI'S NURSERY,DAVID CIFARELLI,631-765-8654,3405,ACKERLY POND LANE,,,SOUTHOLD,NY,11971,POINT (-72.44688 41.05934),SUFFOLK
141962,Combined Nursery and Greenhouse,11-100 Acres,"2,000 SqFt of Glass or Less",BOSTON HILL NURSERY INC,BOSTON HILL NURSERY INC,716-662-7411,7421,OLD LOWER EAST HILL ROAD,,,COLDEN,NY,14033,POINT (-78.70932 42.69131),ERIE
474825,Nursery Stock Only,11-100 Acres,,TRI STATE HORTICULTURAL INC,TRI STATE HORTICULTURAL SERV INC,631-4272350,190,MAIN ROAD,,,AQUEBOGUE,NY,11931,POINT (-72.6401 40.94042),SUFFOLK
646826,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",3B NURSERY LLC,KEITH BOURCHARD,315-360-1987,2696,STATE ROUTE 169,,,LITTLE FALLS,NY,13365,POINT (-74.94965 43.1042),HERKIMER
470068,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",F & W SCHMITT BROS,SCHMITT F & W,631-271-3276,26,PINELAWN ROAD,,,MELVILLE,NY,11747,POINT (-73.41372 40.78675),SUFFOLK
645799,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",BYLER'S GREENHOUSE,DAN & VERNA BYLEE,,5844,DEAN ROAD,,,DEWITTVILLE,NY,14728,POINT (-79.43938 42.32385),CHAUTAUQUA
646412,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",JONAS STOLTZFUS,JONAS STOLTZFUS,518-925-2478,142,FLORIAN ROAD,,,FORT PLAIN,NY,13339,POINT (-74.75194 42.95197),MONTGOMERY
135681,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SUNNY GARDEN GREENHOUSES,SUNNY GARDEN GREENHOUSES INC,845-297-4400,178,DEER RIDGE DRIVE,,,STAATSBURG,NY,12580,POINT (-73.84929 41.8761),DUTCHESS
471834,Nursery Stock Only,101 Acres or More,,SHADE TREES NURSERY INC,SHADE TREES NURSERY INC,631-722-4041,,HERRICKS LANE,,FIELD #2,JAMESPORT,NY,11947,POINT (-72.58535 40.9478),SUFFOLK
646155,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",DAYRIDGE FARM LLC,LAURA LIND,518-369-2889,90,CONDON ROAD,,,STILLWATER,NY,12170,POINT (-73.69722 43.04586),SARATOGA
646650,Nursery Stock Only,10 Acres or Less,,RAINSHINE ACRES,"RACHELLE FISHER, RYAN BROWN",541-244-8077,8565,BATES RD,,,BATH,NY,14810,POINT (-77.29524 42.41587),STEUBEN
463684,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BENNETTS FARM MARKET & GREENHOUSES,BENNETT THERESA A,607-382-3719,7485,SENECA ROAD NORTH,,,HORNELL,NY,14843,POINT (-77.66852 42.36408),STEUBEN
646367,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",LEDGETOP ORCHARD,JESSICA CHEVALIER,518-586-6769,177,LAKE RD,,,CROWN POINT,NY,12928,POINT (-73.42092 43.96852),ESSEX
230139,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",KROPS CROPS,KROP ELIZABETH J & BOHDAN,315-397-2751,5952,SWACKHAMMER HILL ROAD,,,TURIN,NY,13473,POINT (-75.43028 43.60577),LEWIS
280887,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",FALCONER S F FLST INC,FALCONER S F FLORIST INC,516-767-0866,8,SOUTH MARYLAND AVENUE,,,PORT WASHINGTON,NY,11050,POINT (-73.68568 40.83001),NASSAU
370181,Nursery Stock Only,10 Acres or Less,,HOPE SPRINGS NURSERY,POWERS JAMIE L,845-225-1852,67,NORTH KNAPP COURT,,,HOPEWELL JUNCTION,NY,12533,POINT (-73.79021 41.49761),PUTNAM
606279,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",BISSEL GARDENS INC,BISSEL GARDENS INC,212-346-9933,,BISSEL AVENUE,,,BRONX,NY,10466,POINT (-73.83891 40.88867),BRONX
645665,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",NATIVE OFFERINGS FARM LLC,STEWART RITCHIE,716-257-3006,8501,MAPLES ROAD,,,LITTLE VALLEY,NY,14755,POINT (-78.79204 42.34994),CATTARAUGUS
646840,Nursery Stock Only,10 Acres or Less,,LIC FIG CO CORPORATION,RANDAL NEHER,516-642-5560,6,VIRGINIA AVE,,,HUNTINGTON,NY,11743,POINT (-73.41284 40.86523),SUFFOLK
646477,Combined Nursery and Greenhouse,11-100 Acres,"2,000 SqFt of Glass or Less",NORTH FORK FLOWER FARM,"K PERRY, B BENNER, C SHERMAN",631-323-6690,640,VILLAGE LANE,BOX 204,,ORIENT,NY,11957,POINT (-72.30285 41.14094),SUFFOLK
646368,Nursery Stock Only,10 Acres or Less,,BLOOM STONE FRUIT FARM & FLOWERS,KRISTINA BARMETTLER,845-377-1078,18,VLY ATWOOD RD,,,STONE RIDGE,NY,12484,POINT (-74.17589 41.90443),ULSTER
66268,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",MILLERS GREENHOUSE,MILLER IVAN,716-761-6410,2450,ROUTE 76,,,PANAMA,NY,14767,POINT (-79.58679 42.10964),CHAUTAUQUA
